"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"ILMN_2721149"	"7.75e-07"	"8.78e-09"	"-21.6916424"	"11.04203"	"-3.26263755"	"Arl11"	"ADP-ribosylation factor-like 11"
"ILMN_2593787"	"7.94e-07"	"9.05e-09"	"-21.6133136"	"11.011704"	"-3.58560448"	"Kcnk13"	"potassium channel, subfamily K, member 13"
"ILMN_2616226"	"8.08e-07"	"9.25e-09"	"-21.5553772"	"10.98919"	"-3.55540251"	"Dbp"	"D site albumin promoter binding protein"
"ILMN_2700166"	"8.13e-07"	"9.36e-09"	"21.5267433"	"10.978037"	"4.90346906"	"Ccnd2"	"cyclin D2"
"ILMN_3148543"	"8.28e-07"	"9.59e-09"	"21.4646175"	"10.953778"	"3.58910369"	"Src"	"Rous sarcoma oncogene"
"ILMN_3161790"	"8.44e-07"	"9.83e-09"	"21.402269"	"10.929349"	"4.02080298"	"Nlrc5"	"NLR family, CARD domain containing 5"
"ILMN_1221920"	"8.55e-07"	"1.00e-08"	"-21.357187"	"10.911633"	"-3.54422127"	""	""
"ILMN_2979721"	"8.80e-07"	"1.04e-08"	"21.2655153"	"10.875475"	"3.68750893"	"Gpr31b"	"G protein-coupled receptor 31, D17Leh66b region"
"ILMN_1221060"	"8.80e-07"	"1.04e-08"	"-21.2559689"	"10.871699"	"-3.41983325"	"Pparg"	"peroxisome proliferator activated receptor gamma"
"ILMN_2623064"	"8.83e-07"	"1.05e-08"	"-21.2331895"	"10.862681"	"-3.19684771"	"Snx24"	"sorting nexing 24"
"ILMN_2509737"	"9.29e-07"	"1.11e-08"	"21.0847792"	"10.80365"	"3.94682228"	"Trex1"	"three prime repair exonuclease 1"
"ILMN_2792601"	"9.29e-07"	"1.12e-08"	"-21.0740413"	"10.79936"	"-3.67132252"	"Lpar6"	"lysophosphatidic acid receptor 6"
"ILMN_3160771"	"9.29e-07"	"1.12e-08"	"21.0654883"	"10.795942"	"3.19040482"	"Cd200"	"CD200 antigen"
"ILMN_1221736"	"9.29e-07"	"1.13e-08"	"21.0531732"	"10.791016"	"3.22571194"	"Samhd1"	"SAM domain and HD domain, 1"
"ILMN_3131766"	"9.52e-07"	"1.16e-08"	"20.9812814"	"10.762197"	"4.15657361"	"Trex1"	"three prime repair exonuclease 1"
"ILMN_2666279"	"9.66e-07"	"1.19e-08"	"-20.9305331"	"10.741784"	"-3.34747506"	""	""
"ILMN_1257505"	"9.73e-07"	"1.20e-08"	"20.9001577"	"10.729539"	"3.95160397"	"Samhd1"	"SAM domain and HD domain, 1"
"ILMN_2644719"	"9.85e-07"	"1.22e-08"	"20.8569913"	"10.712101"	"3.66064313"	"Hmgn3"	"high mobility group nucleosomal binding domain 3"
"ILMN_1246194"	"9.94e-07"	"1.24e-08"	"20.8200828"	"10.697158"	"6.01360173"	"Ifit3"	"interferon-induced protein with tetratricopeptide repeats 3"
"ILMN_1228913"	"9.94e-07"	"1.24e-08"	"20.8093647"	"10.692813"	"3.86177548"	"Parp12"	"poly (ADP-ribose) polymerase family, member 12"
"ILMN_3139158"	"9.94e-07"	"1.25e-08"	"20.7982419"	"10.688301"	"3.43537286"	"Trim21"	"tripartite motif-containing 21"
"ILMN_1219820"	"1.01e-06"	"1.29e-08"	"20.7306288"	"10.660814"	"3.25439459"	"Dram1"	"DNA-damage regulated autophagy modulator 1"
"ILMN_3116560"	"1.01e-06"	"1.29e-08"	"20.7221744"	"10.65737"	"3.38994437"	"St3gal5"	"ST3 beta-galactoside alpha-2,3-sialyltransferase 5"
"ILMN_2478101"	"1.02e-06"	"1.30e-08"	"20.6943608"	"10.646027"	"3.51308588"	"Tor3a"	"torsin family 3, member A"
"ILMN_3133748"	"1.02e-06"	"1.31e-08"	"-20.6871541"	"10.643085"	"-3.60252571"	"Gab3"	"growth factor receptor bound protein 2-associated protein 3"
"ILMN_3120510"	"1.03e-06"	"1.32e-08"	"20.657272"	"10.630874"	"4.07355113"	"Gvin1"	"GTPase, very large interferon inducible 1"
"ILMN_2701891"	"1.03e-06"	"1.33e-08"	"20.6444933"	"10.625646"	"4.45583139"	"Marcksl1"	"MARCKS-like 1"
"ILMN_1244891"	"1.03e-06"	"1.33e-08"	"20.6375276"	"10.622795"	"4.13378931"	"Cst7"	"cystatin F (leukocystatin)"
"ILMN_1229630"	"1.04e-06"	"1.37e-08"	"20.5794959"	"10.598997"	"3.70926487"	"Trim30a"	"tripartite motif-containing 30A"
"ILMN_2924839"	"1.04e-06"	"1.37e-08"	"20.5770552"	"10.597994"	"3.42508526"	"Oas1a"	"2'-5' oligoadenylate synthetase 1A"
"ILMN_2589871"	"1.04e-06"	"1.37e-08"	"-20.5665391"	"10.593673"	"-3.63510036"	"Cd28"	"CD28 antigen"
"ILMN_1235635"	"1.08e-06"	"1.44e-08"	"20.4533214"	"10.546986"	"3.54799572"	"Slco3a1"	"solute carrier organic anion transporter family, member 3a1"
"ILMN_2517041"	"1.09e-06"	"1.45e-08"	"-20.42807"	"10.536532"	"-3.5440949"	"Uhrf1"	"ubiquitin-like, containing PHD and RING finger domains, 1"
"ILMN_3150811"	"1.11e-06"	"1.49e-08"	"-20.3736665"	"10.51396"	"-3.47645588"	"Tsc22d3"	"TSC22 domain family, member 3"
"ILMN_2834777"	"1.12e-06"	"1.52e-08"	"20.3254554"	"10.4939"	"3.07525302"	"Irf1"	"interferon regulatory factor 1"
"ILMN_2630605"	"1.12e-06"	"1.52e-08"	"20.3224353"	"10.492641"	"3.57347964"	"Fscn1"	"fascin actin-bundling protein 1"
"ILMN_2763245"	"1.12e-06"	"1.52e-08"	"20.3179483"	"10.490771"	"3.72069902"	"Cxcl1"	"chemokine (C-X-C motif) ligand 1"
"ILMN_1249727"	"1.12e-06"	"1.53e-08"	"20.3033528"	"10.484685"	"2.96986481"	"Car13"	"carbonic anhydrase 13"
"ILMN_2959292"	"1.15e-06"	"1.58e-08"	"20.2246755"	"10.451788"	"4.12938722"	"Upp1"	"uridine phosphorylase 1"
"ILMN_2733887"	"1.22e-06"	"1.69e-08"	"-20.0717882"	"10.387443"	"-3.19608073"	"Mknk2"	"MAP kinase-interacting serine/threonine kinase 2"
"ILMN_2790382"	"1.23e-06"	"1.70e-08"	"20.0458106"	"10.376454"	"3.38035749"	"Gfi1"	"growth factor independent 1"
"ILMN_1243593"	"1.25e-06"	"1.73e-08"	"20.0101408"	"10.361338"	"3.29457048"	"Pcgf5"	"polycomb group ring finger 5"
"ILMN_2627733"	"1.25e-06"	"1.74e-08"	"-19.9992897"	"10.356734"	"-3.45151311"	"Slc46a3"	"solute carrier family 46, member 3"
"ILMN_2721357"	"1.29e-06"	"1.81e-08"	"-19.9071827"	"10.317536"	"-3.17047875"	"Lhfpl2"	"lipoma HMGIC fusion partner-like 2"
"ILMN_1253808"	"1.30e-06"	"1.83e-08"	"19.8775568"	"10.304884"	"3.07451824"	"Oas1g"	"2'-5' oligoadenylate synthetase 1G"
"ILMN_2754158"	"1.36e-06"	"1.93e-08"	"19.7569786"	"10.253169"	"4.0728511"	"Tgtp1"	"T cell specific GTPase 1"
"ILMN_3162887"	"1.36e-06"	"1.93e-08"	"19.7502457"	"10.250271"	"3.79010957"	"Sp140"	"Sp140 nuclear body protein"
"ILMN_2628757"	"1.36e-06"	"1.95e-08"	"19.727191"	"10.240338"	"3.83872201"	"Ehd1"	"EH-domain containing 1"
"ILMN_2860645"	"1.36e-06"	"1.95e-08"	"19.7242283"	"10.23906"	"5.39006532"	"Gbp7"	"guanylate binding protein 7"
"ILMN_2750548"	"1.37e-06"	"1.98e-08"	"-19.6970008"	"10.227311"	"-3.39088559"	"Gnpda1"	"glucosamine-6-phosphate deaminase 1"
"ILMN_2486186"	"1.39e-06"	"2.01e-08"	"19.6566441"	"10.209862"	"3.51610848"	"Tnfrsf1b"	"tumor necrosis factor receptor superfamily, member 1b"
"ILMN_1240864"	"1.42e-06"	"2.07e-08"	"19.5914534"	"10.181589"	"6.6168298"	"Cmpk2"	"cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial"
"ILMN_2690551"	"1.42e-06"	"2.07e-08"	"19.5906007"	"10.181219"	"4.11515161"	"Nfkbie"	"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, epsilon"
"ILMN_2433990"	"1.42e-06"	"2.07e-08"	"19.583699"	"10.178219"	"6.57413114"	"Usp18"	"ubiquitin specific peptidase 18"
"ILMN_2759079"	"1.44e-06"	"2.11e-08"	"19.5392609"	"10.158877"	"3.92263071"	"Plpp1"	"phospholipid phosphatase 1"
"ILMN_1235811"	"1.46e-06"	"2.15e-08"	"-19.4976477"	"10.140719"	"-3.14789361"	"Fam198b"	"family with sequence similarity 198, member B"
"ILMN_1216386"	"1.46e-06"	"2.17e-08"	"19.4795228"	"10.132797"	"3.10635526"	"Cd86"	"CD86 antigen"
"ILMN_2697002"	"1.48e-06"	"2.20e-08"	"19.4450654"	"10.117712"	"2.90287122"	"Tlr3"	"toll-like receptor 3"
"ILMN_2929896"	"1.49e-06"	"2.23e-08"	"-19.4134834"	"10.10386"	"-3.89459062"	"Pbk"	"PDZ binding kinase"
"ILMN_1230458"	"1.49e-06"	"2.24e-08"	"19.4063909"	"10.100746"	"5.9394884"	"Ifit3"	"interferon-induced protein with tetratricopeptide repeats 3"
"ILMN_3130350"	"1.52e-06"	"2.29e-08"	"19.3490942"	"10.075539"	"3.43154687"	"Glipr2"	"GLI pathogenesis-related 2"
"ILMN_1224855"	"1.53e-06"	"2.31e-08"	"19.331177"	"10.06764"	"3.02449114"	"Samd9l"	"sterile alpha motif domain containing 9-like"
"ILMN_2924831"	"1.54e-06"	"2.34e-08"	"19.3026688"	"10.055054"	"2.96725949"	"Gas7"	"growth arrest specific 7"
"ILMN_2655721"	"1.56e-06"	"2.39e-08"	"19.2570631"	"10.034876"	"3.17039669"	"Stat1"	"signal transducer and activator of transcription 1"
"ILMN_2746132"	"1.57e-06"	"2.40e-08"	"19.2440032"	"10.029088"	"3.03347995"	"Fnbp1l"	"formin binding protein 1-like"
"ILMN_2642349"	"1.57e-06"	"2.41e-08"	"19.2321653"	"10.023837"	"3.96096904"	"Slc7a2"	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2"
"ILMN_2789762"	"1.60e-06"	"2.48e-08"	"19.169122"	"9.995815"	"2.84344126"	"Fam3b"	"family with sequence similarity 3, member B"
"ILMN_1247704"	"1.64e-06"	"2.54e-08"	"19.1121085"	"9.970383"	"3.5441486"	"Hmgn3"	"high mobility group nucleosomal binding domain 3"
"ILMN_3086136"	"1.65e-06"	"2.58e-08"	"-19.0780116"	"9.955133"	"-3.59845136"	"Agap1"	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1"
"ILMN_2657822"	"1.65e-06"	"2.58e-08"	"19.0759037"	"9.954189"	"3.53380068"	"Stat2"	"signal transducer and activator of transcription 2"
"ILMN_2707865"	"1.68e-06"	"2.64e-08"	"19.0278043"	"9.932621"	"2.96708771"	"Epsti1"	"epithelial stromal interaction 1 (breast)"
"ILMN_2634603"	"1.68e-06"	"2.65e-08"	"19.0181629"	"9.928291"	"2.96718964"	"H2-K1"	"histocompatibility 2, K1, K region"
"ILMN_2630459"	"1.72e-06"	"2.74e-08"	"-18.9464415"	"9.895999"	"-4.48051985"	"Cxcr4"	"chemokine (C-X-C motif) receptor 4"
"ILMN_2613140"	"1.72e-06"	"2.74e-08"	"18.9449484"	"9.895325"	"3.1763136"	"Oas1b"	"2'-5' oligoadenylate synthetase 1B"
"ILMN_1256633"	"1.72e-06"	"2.74e-08"	"18.9448703"	"9.89529"	"2.90228281"	"Pnp"	"purine-nucleoside phosphorylase"
"ILMN_2645662"	"1.72e-06"	"2.76e-08"	"-18.9250781"	"9.886354"	"-3.67070429"	"Tmem86a"	"transmembrane protein 86A"
"ILMN_1243826"	"1.73e-06"	"2.79e-08"	"18.9047253"	"9.877154"	"4.03912099"	"Plekha4"	"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4"
"ILMN_2857947"	"1.73e-06"	"2.80e-08"	"18.8951784"	"9.872834"	"2.98018416"	"Trim36"	"tripartite motif-containing 36"
"ILMN_2772710"	"1.73e-06"	"2.82e-08"	"18.8744196"	"9.863434"	"2.94631714"	"Ms4a6c"	"membrane-spanning 4-domains, subfamily A, member 6C"
"ILMN_2612255"	"1.73e-06"	"2.83e-08"	"-18.8713175"	"9.862028"	"-3.07169966"	"Lyl1"	"lymphoblastomic leukemia 1"
"ILMN_2766105"	"1.73e-06"	"2.83e-08"	"18.8700073"	"9.861435"	"3.95587558"	"Mfsd7a"	"major facilitator superfamily domain containing 7A"
"ILMN_1244424"	"1.76e-06"	"2.89e-08"	"18.8257025"	"9.841328"	"3.0090803"	"Adora2b"	"adenosine A2b receptor"
"ILMN_2847115"	"1.77e-06"	"2.91e-08"	"18.8100572"	"9.834215"	"3.40768286"	"Hcar2"	"hydroxycarboxylic acid receptor 2"
"ILMN_1249378"	"1.77e-06"	"2.94e-08"	"-18.7878222"	"9.824094"	"-3.45764311"	"Bhlhe40"	"basic helix-loop-helix family, member e40"
"ILMN_2731989"	"1.77e-06"	"2.94e-08"	"18.7837853"	"9.822256"	"3.31141012"	"Ext1"	"exostoses (multiple) 1"
"ILMN_3127790"	"1.81e-06"	"3.01e-08"	"18.731575"	"9.798434"	"3.17277223"	"Ikzf1"	"IKAROS family zinc finger 1"
"ILMN_2966104"	"1.81e-06"	"3.03e-08"	"18.7179566"	"9.792208"	"3.18724528"	"Htra1"	"HtrA serine peptidase 1"
"ILMN_2725188"	"1.81e-06"	"3.03e-08"	"18.7154612"	"9.791067"	"3.50183177"	"Atp10a"	"ATPase, class V, type 10A"
"ILMN_1244291"	"1.81e-06"	"3.05e-08"	"18.705063"	"9.786309"	"3.60928618"	"Gja1"	"gap junction protein, alpha 1"
"ILMN_2733482"	"1.83e-06"	"3.09e-08"	"18.6751133"	"9.772589"	"2.78776427"	"Gca"	"grancalcin"
"ILMN_1236908"	"1.83e-06"	"3.10e-08"	"18.6633952"	"9.767214"	"2.73099713"	"Tlr1"	"toll-like receptor 1"
"ILMN_1253682"	"1.83e-06"	"3.12e-08"	"18.6492253"	"9.76071"	"3.12783909"	"Ccdc25"	"coiled-coil domain containing 25"
"ILMN_2742042"	"1.85e-06"	"3.17e-08"	"18.6193688"	"9.746986"	"2.90736052"	"Nupr1"	"nuclear protein transcription regulator 1"
"ILMN_2599657"	"1.85e-06"	"3.18e-08"	"-18.6124764"	"9.743815"	"-3.17760468"	"Fmnl3"	"formin-like 3"
"ILMN_1218358"	"1.90e-06"	"3.27e-08"	"18.5453465"	"9.712858"	"3.05169047"	""	""
"ILMN_2589768"	"1.94e-06"	"3.36e-08"	"-18.4903259"	"9.687392"	"-3.45361192"	"Htr2b"	"5-hydroxytryptamine (serotonin) receptor 2B"
"ILMN_2937320"	"1.99e-06"	"3.46e-08"	"18.4241957"	"9.656672"	"2.93968571"	"Schip1"	"schwannomin interacting protein 1"
"ILMN_2936427"	"2.00e-06"	"3.48e-08"	"-18.4099954"	"9.65006"	"-2.86130336"	"Mcm4"	"minichromosome maintenance complex component 4"
"ILMN_2825803"	"2.05e-06"	"3.58e-08"	"18.3466886"	"9.620512"	"3.61137683"	"Parp14"	"poly (ADP-ribose) polymerase family, member 14"
"ILMN_1259368"	"2.11e-06"	"3.70e-08"	"18.2774053"	"9.588045"	"2.83591039"	"Apobec3"	"apolipoprotein B mRNA editing enzyme, catalytic polypeptide 3"
"ILMN_1220109"	"2.12e-06"	"3.72e-08"	"18.2634921"	"9.581508"	"2.866085"	"Trim36"	"tripartite motif-containing 36"
"ILMN_2915689"	"2.14e-06"	"3.78e-08"	"18.2265187"	"9.564112"	"3.22466129"	"Dhx58"	"DEXH (Asp-Glu-X-His) box polypeptide 58"
"ILMN_1255053"	"2.16e-06"	"3.83e-08"	"-18.2001641"	"9.551688"	"-2.86200494"	"Plk1"	"polo-like kinase 1"
"ILMN_2846812"	"2.20e-06"	"3.91e-08"	"18.1576004"	"9.531581"	"2.98188521"	"Sp100"	"nuclear antigen Sp100"
"ILMN_1251301"	"2.24e-06"	"3.99e-08"	"-18.1110606"	"9.509536"	"-3.06749124"	"Klc4"	"kinesin light chain 4"
"ILMN_2981167"	"2.24e-06"	"4.01e-08"	"18.0995555"	"9.504076"	"6.47941659"	"Ifit2"	"interferon-induced protein with tetratricopeptide repeats 2"
"ILMN_2833243"	"2.25e-06"	"4.03e-08"	"18.0880707"	"9.498623"	"2.85406563"	"Naa25"	"N(alpha)-acetyltransferase 25, NatB auxiliary subunit"
"ILMN_2949217"	"2.28e-06"	"4.12e-08"	"18.0417505"	"9.476589"	"3.15758639"	"Lacc1"	"laccase (multicopper oxidoreductase) domain containing 1"
"ILMN_1214731"	"2.28e-06"	"4.13e-08"	"18.0379064"	"9.474757"	"2.84049027"	""	""
"ILMN_1243107"	"2.28e-06"	"4.14e-08"	"-18.0301776"	"9.471074"	"-3.16726874"	"Arap3"	"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3"
"ILMN_2944666"	"2.32e-06"	"4.22e-08"	"17.9912814"	"9.45251"	"5.3746439"	"Ifit3"	"interferon-induced protein with tetratricopeptide repeats 3"
"ILMN_2610944"	"2.33e-06"	"4.25e-08"	"17.9747185"	"9.444592"	"2.88513325"	"Fpr1"	"formyl peptide receptor 1"
"ILMN_2711910"	"2.33e-06"	"4.26e-08"	"17.9686231"	"9.441676"	"3.05798895"	"Ifnb1"	"interferon beta 1, fibroblast"
"ILMN_1239294"	"2.34e-06"	"4.30e-08"	"17.9515382"	"9.433497"	"3.65640163"	"Cdc42ep2"	"CDC42 effector protein (Rho GTPase binding) 2"
"ILMN_1232514"	"2.37e-06"	"4.38e-08"	"17.9116067"	"9.414346"	"2.76973107"	"St3gal5"	"ST3 beta-galactoside alpha-2,3-sialyltransferase 5"
"ILMN_2936165"	"2.38e-06"	"4.40e-08"	"17.9010159"	"9.409259"	"3.30815106"	"Bcl2a1c"	"B cell leukemia/lymphoma 2 related protein A1c"
"ILMN_2852217"	"2.38e-06"	"4.43e-08"	"-17.8850339"	"9.401577"	"-3.18557911"	"Gnpda1"	"glucosamine-6-phosphate deaminase 1"
"ILMN_2843286"	"2.39e-06"	"4.46e-08"	"17.8743678"	"9.396445"	"3.31073342"	"Slc28a2"	"solute carrier family 28 (sodium-coupled nucleoside transporter), member 2"
"ILMN_2983525"	"2.44e-06"	"4.58e-08"	"17.8149883"	"9.367816"	"2.65656462"	"Fam49a"	"family with sequence similarity 49, member A"
"ILMN_1252202"	"2.44e-06"	"4.59e-08"	"17.811878"	"9.366314"	"3.70179822"	"Tnfaip3"	"tumor necrosis factor, alpha-induced protein 3"
"ILMN_2593196"	"2.45e-06"	"4.63e-08"	"17.7924448"	"9.35692"	"3.41604798"	"Stat1"	"signal transducer and activator of transcription 1"
"ILMN_2486267"	"2.45e-06"	"4.63e-08"	"17.790214"	"9.35584"	"2.66909626"	"Ube2l6"	"ubiquitin-conjugating enzyme E2L 6"
"ILMN_2591361"	"2.45e-06"	"4.65e-08"	"-17.7822664"	"9.351995"	"-3.73516951"	"Cd28"	"CD28 antigen"
"ILMN_2722513"	"2.47e-06"	"4.70e-08"	"17.7589732"	"9.340713"	"3.18246822"	"Pstpip2"	"proline-serine-threonine phosphatase-interacting protein 2"
"ILMN_2717127"	"2.47e-06"	"4.72e-08"	"17.7505509"	"9.33663"	"4.27190322"	"Ddx58"	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 58"
"ILMN_2627441"	"2.49e-06"	"4.77e-08"	"17.7271848"	"9.32529"	"3.02919431"	"Peli1"	"pellino 1"
"ILMN_2879614"	"2.51e-06"	"4.81e-08"	"17.7099549"	"9.316919"	"2.75957536"	"Zbp1"	"Z-DNA binding protein 1"
"ILMN_2795412"	"2.52e-06"	"4.87e-08"	"17.6866275"	"9.30557"	"3.48000774"	"Tmem176a"	"transmembrane protein 176A"
"ILMN_1219074"	"2.53e-06"	"4.90e-08"	"17.672261"	"9.298572"	"3.08611428"	"Slfn2"	"schlafen 2"
"ILMN_2816196"	"2.54e-06"	"4.93e-08"	"17.6582106"	"9.291723"	"2.68884575"	"Oas1g"	"2'-5' oligoadenylate synthetase 1G"
"ILMN_1255973"	"2.54e-06"	"4.95e-08"	"17.6519527"	"9.28867"	"3.23381793"	"Tnfrsf1b"	"tumor necrosis factor receptor superfamily, member 1b"
"ILMN_3142257"	"2.54e-06"	"4.96e-08"	"17.6455067"	"9.285524"	"2.86464467"	"Mtus1"	"mitochondrial tumor suppressor 1"
"ILMN_2746738"	"2.57e-06"	"5.03e-08"	"17.615844"	"9.271033"	"2.75716893"	"Htra1"	"HtrA serine peptidase 1"
"ILMN_1213809"	"2.63e-06"	"5.18e-08"	"17.5549541"	"9.241202"	"3.49208168"	"Gpr18"	"G protein-coupled receptor 18"
"ILMN_2980177"	"2.63e-06"	"5.19e-08"	"-17.550867"	"9.239196"	"-2.84528046"	"Fhod1"	"formin homology 2 domain containing 1"
"ILMN_1242246"	"2.64e-06"	"5.24e-08"	"-17.53138"	"9.229622"	"-2.75839767"	"Scamp5"	"secretory carrier membrane protein 5"
"ILMN_1250410"	"2.64e-06"	"5.24e-08"	"17.5308428"	"9.229358"	"2.87955914"	"Eif2ak2"	"eukaryotic translation initiation factor 2-alpha kinase 2"
"ILMN_1231012"	"2.71e-06"	"5.39e-08"	"17.4703407"	"9.199561"	"3.01358479"	"Lcp2"	"lymphocyte cytosolic protein 2"
"ILMN_2479290"	"2.74e-06"	"5.49e-08"	"17.4346385"	"9.181925"	"4.10040815"	"Fas"	"Fas (TNF receptor superfamily member 6)"
"ILMN_2623056"	"2.74e-06"	"5.49e-08"	"-17.4329616"	"9.181096"	"-3.19132335"	"Clspn"	"claspin"
"ILMN_2650280"	"2.76e-06"	"5.55e-08"	"17.4094477"	"9.169458"	"2.81495755"	"Sod2"	"superoxide dismutase 2, mitochondrial"
"ILMN_2811746"	"2.78e-06"	"5.60e-08"	"17.390355"	"9.159995"	"2.93118305"	"Casp4"	"caspase 4, apoptosis-related cysteine peptidase"
"ILMN_2606295"	"2.82e-06"	"5.72e-08"	"17.3491249"	"9.139523"	"2.82851763"	"Gch1"	"GTP cyclohydrolase 1"
"ILMN_2752933"	"2.82e-06"	"5.72e-08"	"-17.3491232"	"9.139522"	"-2.68243711"	"Tec"	"tec protein tyrosine kinase"
"ILMN_2923615"	"2.83e-06"	"5.77e-08"	"17.3280386"	"9.129032"	"3.16602932"	"Ppm1k"	"protein phosphatase 1K (PP2C domain containing)"
"ILMN_1217102"	"2.83e-06"	"5.81e-08"	"-17.3143069"	"9.122193"	"-2.58905839"	"Tpcn1"	"two pore channel 1"
"ILMN_2493067"	"2.83e-06"	"5.82e-08"	"-17.3103738"	"9.120233"	"-2.7627463"	"Zranb3"	"zinc finger, RAN-binding domain containing 3"
"ILMN_2733733"	"2.83e-06"	"5.83e-08"	"17.3095532"	"9.119824"	"2.66049447"	"Tlr2"	"toll-like receptor 2"
"ILMN_2726905"	"2.83e-06"	"5.83e-08"	"17.3068687"	"9.118486"	"3.53115389"	"Gnb4"	"guanine nucleotide binding protein (G protein), beta 4"
"ILMN_2996683"	"2.83e-06"	"5.84e-08"	"17.3043793"	"9.117245"	"2.70842043"	"Nectin2"	"nectin cell adhesion molecule 2"
"ILMN_2720451"	"2.86e-06"	"5.92e-08"	"-17.2749987"	"9.102583"	"-2.65915179"	"Dnmt1"	"DNA methyltransferase (cytosine-5) 1"
"ILMN_2747456"	"2.88e-06"	"6.00e-08"	"-17.2503693"	"9.090272"	"-3.1078386"	"Ivns1abp"	"influenza virus NS1A binding protein"
"ILMN_3112922"	"2.88e-06"	"6.01e-08"	"-17.2443113"	"9.087241"	"-2.61472303"	"Hdac5"	"histone deacetylase 5"
"ILMN_3162407"	"2.88e-06"	"6.02e-08"	"17.2434553"	"9.086812"	"2.52056273"	"Zfp36"	"zinc finger protein 36"
"ILMN_3006767"	"2.88e-06"	"6.04e-08"	"17.2362468"	"9.083204"	"2.89242706"	"Mlkl"	"mixed lineage kinase domain-like"
"ILMN_1230765"	"2.88e-06"	"6.06e-08"	"17.2277979"	"9.078972"	"2.7945992"	"Tpst1"	"protein-tyrosine sulfotransferase 1"
"ILMN_2786442"	"2.89e-06"	"6.14e-08"	"17.2026898"	"9.066384"	"2.8736385"	"Ptges"	"prostaglandin E synthase"
"ILMN_2862619"	"2.89e-06"	"6.15e-08"	"-17.1991499"	"9.064607"	"-2.80665067"	"Xrcc6"	"X-ray repair complementing defective repair in Chinese hamster cells 6"
"ILMN_2484527"	"2.89e-06"	"6.15e-08"	"-17.1974897"	"9.063774"	"-2.70550825"	"Vegfa"	"vascular endothelial growth factor A"
"ILMN_3009860"	"2.89e-06"	"6.15e-08"	"17.196976"	"9.063516"	"3.17747565"	"Sell"	"selectin, lymphocyte"
"ILMN_2757870"	"2.96e-06"	"6.31e-08"	"17.1447165"	"9.037242"	"2.59786571"	"Psmb10"	"proteasome (prosome, macropain) subunit, beta type 10"
"ILMN_2730003"	"2.96e-06"	"6.35e-08"	"17.1318173"	"9.030743"	"2.63401355"	"Ccdc86"	"coiled-coil domain containing 86"
"ILMN_2707137"	"2.96e-06"	"6.36e-08"	"-17.1283826"	"9.029012"	"-3.83708027"	"Jade1"	"jade family PHD finger 1"
"ILMN_1258638"	"2.97e-06"	"6.39e-08"	"17.1184903"	"9.024023"	"2.50823061"	"Sppl2a"	"signal peptide peptidase like 2A"
"ILMN_2959293"	"2.97e-06"	"6.41e-08"	"17.1140431"	"9.02178"	"3.16094769"	"Upp1"	"uridine phosphorylase 1"
"ILMN_2997406"	"2.97e-06"	"6.45e-08"	"-17.0993569"	"9.014366"	"-3.43161033"	"Arl4c"	"ADP-ribosylation factor-like 4C"
"ILMN_3021272"	"2.97e-06"	"6.46e-08"	"17.0966284"	"9.012988"	"2.9085614"	"Adar"	"adenosine deaminase, RNA-specific"
"ILMN_1226508"	"2.98e-06"	"6.50e-08"	"17.0844848"	"9.006851"	"3.21828241"	"Usp25"	"ubiquitin specific peptidase 25"
"ILMN_2854983"	"2.98e-06"	"6.51e-08"	"17.0811954"	"9.005188"	"3.6730095"	"Gpr85"	"G protein-coupled receptor 85"
"ILMN_3132898"	"2.99e-06"	"6.55e-08"	"-17.0687325"	"8.998884"	"-3.17893284"	"Ypel3"	"yippee-like 3 (Drosophila)"
"ILMN_2629375"	"3.01e-06"	"6.62e-08"	"17.0455063"	"8.987123"	"2.62606167"	"1110038F14Rik"	"RIKEN cDNA 1110038F14 gene"
"ILMN_2858359"	"3.01e-06"	"6.63e-08"	"-17.0431093"	"8.985908"	"-2.96990213"	"Clspn"	"claspin"
"ILMN_2954868"	"3.04e-06"	"6.71e-08"	"17.0196914"	"8.97403"	"3.9115423"	"Oasl2"	"2'-5' oligoadenylate synthetase-like 2"
"ILMN_3093622"	"3.06e-06"	"6.78e-08"	"16.9972376"	"8.962624"	"3.00048466"	"Adar"	"adenosine deaminase, RNA-specific"
"ILMN_2645493"	"3.14e-06"	"6.99e-08"	"16.936744"	"8.931815"	"2.65694403"	"Nectin2"	"nectin cell adhesion molecule 2"
"ILMN_3010089"	"3.14e-06"	"7.00e-08"	"16.9329183"	"8.929863"	"4.77962728"	"Ifi204"	"interferon activated gene 204"
"ILMN_2631097"	"3.14e-06"	"7.02e-08"	"-16.9271588"	"8.926923"	"-3.23637647"	"Msh6"	"mutS homolog 6"
"ILMN_1232875"	"3.19e-06"	"7.15e-08"	"16.8894786"	"8.907661"	"2.77828441"	"Sgk3"	"serum/glucocorticoid regulated kinase 3"
